#{"t_start": 1759412282.3366299, "env_id": "LunarLander-v3"}
r,l,t
-1228.083959,165,260.519808
-1820.283732,212,260.868668
-611.915828,75,260.914788
-505.260207,82,260.960778
-539.541629,98,261.012254
-566.594412,80,261.049418
-495.007563,92,261.358159
-557.250468,86,261.403474
-532.956429,81,261.451947
-610.848966,75,261.486171
-472.716097,83,261.533498
-721.86623,100,261.587658
-520.971467,81,261.868144
-591.489451,97,261.921339
-560.097019,103,261.986144
-1233.258426,156,262.067662
-1833.787391,222,262.42031
-695.098146,147,262.502435
-765.369355,126,262.572448
-441.10448,81,262.601848
-873.653017,118,262.9125
-529.741665,74,262.953201
-541.950465,87,263.004407
-628.169904,87,263.056433
-1373.075006,170,263.138153
-608.329875,92,263.421461
-596.47523,79,263.461529
-1307.110824,184,263.554538
-480.95625,87,263.606172
-611.252104,80,263.893092
-746.440756,118,263.969383
-869.561893,125,264.047909
-707.906163,90,264.100981
-637.234005,92,264.146958
-565.124889,76,264.186417
-577.284466,91,264.503508
-738.009353,114,264.556081
-1328.630171,173,264.670469
-947.071539,135,264.740333
-491.458803,76,265.040004
-602.916997,89,265.094155
-929.611488,115,265.156667
-887.018029,132,265.230865
-1339.45939,218,265.634029
-746.137172,125,265.707441
-710.021109,101,265.763807
-847.994708,131,265.831804
-828.41201,113,266.208211
-831.71579,151,266.295759
-656.908431,123,266.364548
-594.761133,114,266.423907
-624.412919,77,266.777241
-719.716369,110,266.842381
-5127.899361,416,267.359928
-586.044645,82,267.402257
-646.896164,95,267.459512
-607.800685,110,267.528157
-629.482044,126,267.591659
-531.24006,88,267.933044
-749.991525,98,267.992345
-490.324376,75,268.036883
-466.638288,87,268.089422
-601.172183,115,268.155048
-438.097846,70,268.189337
-686.833323,98,268.60129
-586.197393,79,268.662707
-665.122116,120,268.73532
-385.93295,82,268.780369
-494.480084,78,268.816606
-571.628745,73,268.849478
-567.286382,74,269.191502
-1335.774493,171,269.298919
-997.833556,169,269.384815
-659.063215,123,269.748895
-460.829203,101,269.806427
-865.69976,139,269.891015
-712.220508,109,269.955401
-874.649103,156,270.032632
-903.40533,154,270.42205
-3981.038459,380,270.867319
-627.629245,86,270.917253
-689.681648,95,270.97357
-514.061436,79,271.018046
-787.183774,116,271.071739
-498.647405,81,271.118542
-625.548473,94,271.39325
-584.166063,79,271.435248
-2173.134567,231,271.553154
-676.910166,117,271.617496
-757.618917,150,271.915818
-497.748864,86,271.969854
-637.453161,84,272.02294
-961.97748,150,272.102546
-1355.869702,205,272.469097
-672.926831,80,272.511808
-709.948189,107,272.577289
-1095.269135,161,272.654009
-693.326279,116,272.949885
-880.296899,129,273.020971
-535.960479,107,273.083277
-552.390473,76,273.119468
-741.651641,94,273.172925
-504.810964,89,273.528877
-1020.505839,173,273.634192
-521.801277,81,273.682787
-602.46992,82,273.723869
-1345.897244,176,274.042555
-651.403411,117,274.107333
-539.819789,81,274.154375
-637.888552,117,274.206809
-620.637304,129,274.499605
-647.680625,114,274.558362
-451.844015,77,274.606154
-822.380841,111,274.67311
-681.796049,122,274.732294
-450.472109,100,275.016588
-504.217098,75,275.057132
-1741.824893,203,275.17995
-438.114214,99,275.231409
-457.102845,89,275.280811
-1849.524656,221,275.729993
-551.396889,81,275.779871
-603.57514,108,275.830579
-632.625545,107,275.88579
-641.289221,84,276.163284
-603.0232,110,276.226138
-479.426264,79,276.2686
-1950.525731,234,276.393662
-430.7687,87,276.657749
-461.383155,80,276.704464
-664.506162,88,276.751123
-652.989191,105,276.816678
-509.592961,103,276.869447
-936.038391,131,277.159127
-614.921826,82,277.207974
-688.832021,99,277.259628
-706.997995,103,277.314852
-455.013532,90,277.365347
-757.46479,105,277.650418
-1787.164532,230,277.779351
-613.597657,89,277.833579
-1231.862434,172,277.919433
-923.633986,129,278.324381
-610.628954,100,278.385531
-595.622727,74,278.430203
-2884.020271,292,278.798081
-964.4299,160,278.893769
-857.894569,171,278.977802
-620.318484,78,279.021418
-1021.297293,153,279.366003
-1248.088801,180,279.476412
-777.896187,96,279.526518
-705.308223,99,279.576386
-1078.983495,139,279.883312
-450.642031,81,279.930043
-1182.809993,171,280.028217
-425.905321,83,280.06829
-1066.32431,169,280.392567
-1332.900592,164,280.487103
-1611.833327,217,280.599626
-499.513769,87,280.911462
-542.780422,87,280.965863
-616.447314,92,281.02326
-429.706683,79,281.074903
-879.081244,114,281.131531
-427.636332,80,281.412822
-2124.733838,247,281.556582
-673.223676,111,281.626243
-869.520534,124,281.690246
-580.323525,102,281.999245
-818.033745,157,282.086328
-1075.421495,191,282.183774
-599.781216,85,282.453211
-816.684685,111,282.520932
-789.950451,134,282.602929
-1892.905732,266,283.033373
-1131.14539,190,283.139307
-1585.835143,221,283.26169
-962.749156,158,283.629067
-464.736806,77,283.679877
-699.409075,100,283.745945
-758.504974,131,283.844294
-1491.762852,175,284.161497
-420.258901,84,284.210187
-1109.347226,149,284.295942
-541.983857,80,284.341486
-582.571524,114,284.390022
-1589.059639,206,284.820847
-444.067844,89,284.874861
-603.731235,85,284.920073
-548.292229,78,284.96344
-934.625098,170,285.28622
-550.016197,85,285.334286
-599.588688,90,285.389755
-599.842344,72,285.431732
-569.285713,81,285.475431
-2916.804871,284,285.839698
-665.349657,105,285.901761
-509.232522,85,285.950462
-518.028552,77,285.982062
-805.161291,111,286.325173
-1828.925367,244,286.476753
-515.968491,80,286.516541
-532.039494,74,286.553849
-1230.416202,188,286.907396
-608.970314,85,286.956256
-792.915026,90,287.011364
-574.969346,82,287.056004
-438.833066,87,287.100749
-1658.013641,192,287.437808
-1062.064963,138,287.510222
-645.241519,103,287.568446
-548.055133,75,287.608282
-1465.849894,175,287.936631
-691.677259,90,287.986744
-823.534183,124,288.055082
-473.74581,79,288.090852
-572.340911,94,288.135416
-720.608346,151,288.46054
-717.829918,100,288.511415
-1020.748108,154,288.599151
-849.110303,130,288.902138
-877.507649,115,288.964696
-864.793462,115,289.032252
-1978.590718,248,289.158943
-2120.642821,245,289.528769
-1540.773615,222,289.642938
-1250.362137,208,289.987406
-1509.206995,253,290.13943
-650.244709,101,290.190449
-552.000617,95,290.500678
-626.1131,117,290.56622
-480.868281,90,290.619326
-1455.15636,185,290.717515
-754.310321,105,291.01238
-2813.1259,281,291.165929
-521.849795,81,291.211971
-1062.780889,157,291.524287
-1588.977125,241,291.654885
-743.852438,97,291.704544
-684.926,91,291.748697
-614.946068,83,292.073112
-865.927595,135,292.158954
-538.17828,85,292.212465
-516.820161,84,292.258441
-434.30215,100,292.307573
-540.745601,84,292.586956
-664.233232,100,292.653196
-566.685815,110,292.722884
-589.016252,72,292.756172
-491.048723,81,292.798791
-836.516623,104,293.083571
-1300.29127,230,293.201612
-3607.830929,335,293.674941
-995.299434,136,293.749174
-449.724922,115,293.813034
-656.678141,89,293.857346
-446.468483,86,293.900512
-520.963263,76,294.180431
-892.619926,131,294.259809
-513.908704,74,294.301094
-738.984561,106,294.357867
-1492.612882,221,294.708019
-5189.129843,416,294.94155
-492.157653,87,295.241568
-884.865791,130,295.319382
-415.916192,81,295.364191
-2288.731815,261,295.726891
-967.960777,141,295.810198
-1101.388536,175,295.91238
-718.452468,105,295.965122
-429.084835,99,296.253527
-822.688254,120,296.31725
-1666.098947,191,296.426519
-631.450283,90,296.469614
-608.357247,94,296.755738
-1267.694338,194,296.868199
-2334.779427,269,297.010987
-610.321539,84,297.293558
-472.449112,90,297.348772
-447.664155,81,297.395826
-509.644439,78,297.428538
-543.033129,84,297.482832
-593.823357,107,297.528107
-837.255231,111,297.834596
-556.530336,90,297.885176
-899.000795,146,297.969217
-578.38314,91,298.007113
-2705.280547,283,298.396019
-1324.606546,205,298.507956
-677.069672,101,298.564067
-550.232157,75,298.841306
-462.201637,76,298.873707
-1642.177292,197,298.988854
-814.657533,115,299.049066
-445.462568,78,299.319886
-765.513784,150,299.401731
-559.48882,76,299.442246
-831.063825,143,299.524591
-789.822105,139,299.593807
-952.205847,175,299.923152
-590.820631,83,299.970532
-639.552424,83,300.014642
-711.76357,103,300.066276
-633.747159,108,300.360373
-714.713803,105,300.421998
-522.921263,82,300.466827
-600.080425,88,300.512923
-739.425771,114,300.580472
-1065.239509,148,300.880181
-455.477043,94,300.93519
-1714.761387,219,301.046725
-692.625513,98,301.100862
-628.598629,86,301.378587
-566.696187,71,301.422001
-550.22958,81,301.472802
-1074.772315,178,301.56511
-485.830928,96,301.609642
-457.903434,95,301.899144
-1717.649134,215,302.020065
-1631.709297,203,302.121092
-475.872305,76,302.38644
-1148.360279,165,302.480075
-805.437329,137,302.55764
-969.379903,165,302.639622
-645.729646,81,302.965807
-635.592882,78,303.012833
-670.190227,110,303.077824
-738.19547,94,303.128239
-623.494856,82,303.168153
-680.624012,97,303.445615
-700.309053,104,303.498629
-980.861292,129,303.569715
-1018.676551,150,303.647712
-840.121179,113,303.937137
-938.927586,122,304.007563
-2039.697879,233,304.139188
-696.168676,95,304.190757
-622.795139,115,304.533596
-457.093019,89,304.583907
-421.129504,84,304.631389
-607.308685,84,304.673334
-974.495618,140,304.739339
-998.566059,182,305.063136
-572.239994,75,305.106837
-506.154686,87,305.152366
-450.87813,95,305.204485
-491.920204,84,305.256407
-593.602266,77,305.577548
-809.127719,100,305.640936
-445.507611,82,305.691438
-1056.516617,150,305.776706
-562.244771,82,305.817783
-677.222271,119,306.195347
-725.087922,127,306.267282
-885.901199,132,306.345052
-522.771714,96,306.389813
-519.639936,76,306.434343
-571.346181,80,306.755651
-405.985662,75,306.798362
-1016.038888,145,306.882899
-3901.51879,357,307.316728
-595.140187,91,307.374975
-728.210186,138,307.457114
-561.286624,99,307.505611
-619.317553,84,307.776067
-745.98355,97,307.825634
-660.854449,108,307.890409
-507.409075,94,307.940888
-1121.394549,145,308.020922
-450.170644,75,308.37296
-873.926157,122,308.447488
-573.718092,113,308.513914
-865.591052,135,308.590233
-2694.588219,311,309.031691
-2378.898292,274,309.178731
-616.53297,107,309.543419
-688.336023,115,309.613529
-509.587917,83,309.665498
-1255.331313,157,309.747048
-742.982485,117,310.097498
-656.26164,112,310.164621
-621.681217,77,310.211488
-817.720823,111,310.266872
-573.255467,84,310.31239
-505.950466,91,310.35898
-686.836322,109,310.709731
-1078.217069,166,310.807572
-509.135036,80,310.853168
-615.565611,81,310.896676
-492.451776,109,311.230823
-739.591174,150,311.332881
-628.761876,138,311.415255
-644.803189,121,311.47915
-522.503465,76,311.516445
-734.631855,99,311.866131
-677.755293,83,311.919891
-801.191592,114,311.985335
-1539.918166,186,312.084724
-747.035649,102,312.40672
-5774.722004,456,312.946162
-740.908527,125,313.019323
-624.694959,102,313.078647
-591.46765,88,313.131923
-660.321292,82,313.174126
-594.705347,96,313.221624
-658.203286,74,313.539112
-889.896391,145,313.635733
-759.284094,108,313.698837
-528.519016,75,313.734428
-1166.579129,187,314.082697
-1230.309322,197,314.199821
-514.424644,100,314.250697
-895.478669,130,314.319757
-774.027598,131,314.637144
-923.661143,146,314.709786
-675.219194,115,314.782251
-1986.582159,216,315.138836
-938.46817,156,315.216396
-740.992861,144,315.298651
-1034.014188,180,315.617523
-383.280235,73,315.666351
-1663.082489,225,315.801247
-651.582409,119,315.860056
-507.594626,75,316.132393
-593.787674,106,316.189098
-406.644597,83,316.239707
-1044.018946,147,316.319883
-553.259545,88,316.369348
-1473.104817,200,316.704907
-508.872895,92,316.757367
-497.196658,91,316.808887
-537.495806,81,316.839325
-448.428606,81,316.885619
-798.122996,134,317.18852
-1026.399187,193,317.304459
-1566.069283,202,317.405236
-732.231044,110,317.695612
-561.252559,100,317.754759
-544.650286,90,317.806284
-676.529526,97,317.853615
-1265.205545,166,318.168357
-497.011946,77,318.211119
-419.223729,72,318.254759
-561.260672,73,318.287889
-495.000876,111,318.356854
-2281.435516,276,318.730261
-647.936717,83,318.777328
-653.055436,96,318.832779
-541.507264,89,318.877225
-1194.424308,154,319.221434
-562.834919,78,319.26359
-717.160642,133,319.342461
-820.115174,133,319.413331
-1471.520163,201,319.756239
-592.602979,85,319.802816
-426.293499,80,319.843558
-876.405168,116,319.91043
-688.399406,101,319.957206
-1152.439793,178,320.291071
-455.003795,74,320.341515
-619.462324,85,320.388791
-517.644549,74,320.431273
-1808.904653,238,320.77771
-523.922969,95,320.825846
-2886.047495,296,320.99477
-1191.392377,170,321.358646
-611.532508,103,321.411923
-761.562764,106,321.459684
-797.587258,123,321.528228
-688.170662,96,321.808489
-955.763659,124,321.879102
-2214.416503,255,322.02383
-848.640179,137,322.32096
-871.898286,124,322.379258
-926.803542,144,322.469154
-636.077186,97,322.520881
-627.679885,98,322.786098
-653.345757,102,322.852063
-2614.107018,261,322.999002
-948.462593,159,323.323843
-882.170591,127,323.395421
-644.593351,120,323.461172
-481.566888,92,323.511414
-757.888371,102,323.563739
-816.449828,123,323.848131
-572.064014,80,323.899871
-946.414875,158,323.990673
-628.312288,97,324.029836
-617.540512,131,324.339251
-596.245172,87,324.401958
-414.632077,90,324.448499
-669.612425,102,324.512257
-690.087063,98,324.562565
-1646.349047,220,324.900443
-2029.555321,233,325.028097
-676.173187,83,325.063152
-1631.718705,234,325.416927
-1064.898018,173,325.49907
-617.741011,110,325.564138
-597.611471,138,325.85215
-932.172333,144,325.937838
-674.391157,115,325.999557
-2175.680354,274,326.350518
-499.306329,83,326.403852
-1060.622289,131,326.480116
-504.90416,90,326.5244
-594.958982,75,326.56563
-486.296976,86,326.83868
-914.621335,124,326.902057
-1719.808008,221,327.01782
-614.538973,78,327.066509
-967.489833,119,327.356586
-805.021574,106,327.418675
-550.301916,108,327.472025
-498.23509,93,327.518681
-636.819471,91,327.568439
-679.683262,96,327.836915
-554.702869,84,327.884452
-1365.494052,174,327.977842
-423.077568,76,328.017717
-681.923412,121,328.069977
-1049.130943,150,328.386579
-806.262374,151,328.471028
-706.692573,111,328.525093
-873.046528,114,328.585135
-479.62509,72,328.9194
-693.955279,107,328.970853
-492.450429,77,329.023512
-466.777584,88,329.070987
-764.753387,95,329.11954
-997.349803,165,329.422524
-791.095723,111,329.491785
-609.584611,104,329.538315
-559.659551,83,329.586618
-607.230878,81,329.622138
-531.26496,89,329.90227
-673.101001,102,329.955761
-3827.220959,350,330.137684
-903.823288,170,330.45938
-622.774806,116,330.523212
-1572.805495,198,330.623219
-533.505059,125,330.909326
-745.168935,98,330.959816
-943.862394,142,331.043126
-493.227828,93,331.08975
-522.013727,90,331.128777
-506.445263,81,331.415032
-664.21971,113,331.480725
-1004.866626,132,331.558161
-419.79521,77,331.598598
-781.624929,130,331.889988
-645.320823,82,331.928122
-828.922281,131,332.006973
-1394.473751,168,332.094279
-2709.610072,309,332.476324
-730.641176,98,332.533663
-632.95607,92,332.5803
-539.731061,111,332.641576
-616.693994,93,332.910477
-644.733762,90,332.960516
-421.833486,76,332.997915
-1791.048685,207,333.113808
-689.226831,94,333.380619
-822.427615,136,333.461322
-441.150589,96,333.511592
-1257.480726,180,333.607513
-1151.457687,151,333.914126
-623.560895,119,333.976656
-553.61912,78,334.021801
-1128.443977,145,334.095402
-725.713058,107,334.382933
-734.754525,99,334.446708
-2460.108841,301,334.612874
-649.643694,79,334.650093
-530.952661,97,334.916489
-550.286657,100,334.980198
-885.195701,167,335.069485
-660.941021,108,335.116863
-558.103503,99,335.398966
-1207.652273,170,335.492039
-726.078669,114,335.550122
-768.924273,108,335.612775
-1387.548439,217,335.960651
-1238.610192,199,336.067574
-510.83115,75,336.10399
-434.023442,82,336.14699
-3616.268541,340,336.568323
-1020.748036,142,336.644675
-467.222194,93,336.920817
-668.357329,112,336.985298
-1834.986059,259,337.121535
-531.97075,96,337.463261
-594.981562,86,337.523803
-671.519911,114,337.629289
-472.325306,87,337.691326
-3172.458551,316,338.238618
-627.706896,73,338.281242
-612.481105,97,338.332494
-780.763078,100,338.385307
-469.041778,76,338.419076
-427.897885,79,338.702795
-1115.01498,153,338.786138
-1012.153432,138,338.864603
-703.315776,134,338.931385
-533.198998,75,338.967908
-754.713327,138,339.275554
-2209.190465,252,339.410072
-599.730895,90,339.453875
-948.413934,127,339.756172
-648.36477,80,339.800243
-1203.729012,170,339.887463
-1096.123646,151,339.954714
-1389.994565,202,340.319438
-707.674079,102,340.37189
-796.568398,100,340.433546
-710.80167,101,340.483825
-637.217684,81,340.753706
-972.671274,130,340.822491
-620.654948,76,340.858691
-1354.456407,192,340.96763
-799.974719,131,341.258734
-615.655596,88,341.309026
-603.703466,120,341.373199
-714.332866,97,341.421567
-1200.482467,143,341.724337
-637.916355,114,341.79031
-660.283292,88,341.838501
-2900.382212,309,342.225642
-630.655424,87,342.269473
-734.647056,105,342.326194
-907.372429,165,342.424774
-1555.645389,203,342.744202
-881.267615,123,342.809304
-658.543763,80,342.856342
-759.444014,115,342.909266
-3401.499491,316,343.317296
-653.324771,109,343.374414
-569.071173,74,343.416401
-618.190591,121,343.476546
-630.482167,87,343.745099
-524.021206,101,343.797863
-617.981991,81,343.8385
-1409.379953,162,343.928821
-434.029003,87,343.961005
-438.065464,79,344.304883
-705.523056,97,344.362252
-440.661268,82,344.412329
-1628.619237,198,344.526286
-776.75943,123,344.813033
-408.126587,81,344.861643
-557.957382,83,344.91326
-784.997033,121,344.978748
-2132.102612,234,345.34377
-641.618478,95,345.39819
-667.376228,85,345.444439
-874.105307,106,345.500355
-632.292614,150,345.579477
-678.83329,105,345.863009
-888.650941,133,345.943136
-797.467366,131,346.016696
-1119.367238,158,346.092245
-872.92635,105,346.378796
-589.249534,78,346.421413
-477.597092,81,346.462363
-654.327815,132,346.532911
-628.198866,85,346.562737
-433.843732,83,346.839427
-1686.948503,196,346.950743
-698.468016,97,347.001009
-1627.520181,203,347.315943
-1984.979072,230,347.435509
-523.425044,76,347.477657
-607.935009,90,347.51831
-647.271252,88,347.564271
-637.742955,85,347.845898
-763.653173,100,347.899811
-3494.261016,330,348.070164
-587.627624,91,348.354149
-1081.175494,138,348.430849
-609.280221,74,348.467681
-669.929576,100,348.520747
-633.74617,116,348.784678
-566.900756,71,348.822302
-493.789647,80,348.868884
-601.67091,94,348.916157
-631.537098,88,348.953476
-676.11336,91,349.025053
-1245.4732,192,349.363869
-585.215655,84,349.408422
-1518.198459,195,349.506667
-532.873163,112,349.564132
-586.921513,85,349.838003
-522.777262,110,349.900843
-1349.184799,164,349.989457
-525.056506,79,350.03397
-1003.059217,132,350.339254
-613.38249,76,350.372497
-726.667702,98,350.423579
-589.412542,75,350.470739
-745.483439,137,350.536813
-654.338211,78,350.568851
-788.984154,107,350.86451
-1188.990743,166,350.952498
-408.04491,81,350.993689
-719.672196,98,351.0379
-489.595178,98,351.336476
-420.646215,83,351.386992
-676.041157,83,351.436024
-460.438194,85,351.474778
-2090.925254,273,351.851006
-1463.404197,173,351.941355
-569.273622,88,351.991176
-669.627475,119,352.054466
-858.815619,136,352.346104
-1036.967589,173,352.445143
-1721.723785,201,352.542285
-584.38761,85,352.588231
-622.123126,81,352.860739
-646.092738,92,352.908721
-1614.238672,190,353.019085
-620.389477,80,353.057429
-883.966616,125,353.353317
-708.728351,97,353.404627
-1865.653805,242,353.536991
-2062.202849,225,353.906981
-2822.196502,278,354.060182
-541.496323,76,354.097764
-1144.122369,176,354.425935
-1045.426031,135,354.4984
-797.632267,103,354.545788
-645.912432,124,354.612957
-534.97028,76,354.883884
-1177.669952,175,354.975826
-526.91155,115,355.029409
-864.680134,134,355.100978
-758.375837,118,355.396194
-1969.277568,233,355.517171
-2136.785008,240,355.874851
-555.699136,75,355.914461
-475.667405,92,355.964869
-609.856066,96,356.024174
-744.375848,129,356.090815
-488.688411,75,356.127295
-759.688145,113,356.416259
-645.74372,85,356.471688
-1021.366861,138,356.54753
-448.344324,88,356.585563
-632.45034,100,356.863958
-811.381212,109,356.916791
-780.663328,100,356.963779
-635.401652,133,357.050037
-609.48363,76,357.086854
-735.633229,111,357.381136
-674.330977,135,357.449978
-405.937378,83,357.499845
-592.895392,74,357.544987
-738.484168,116,357.606108
-921.539319,142,357.8984
-586.738947,85,357.951027
-568.588649,80,357.993469
-749.255544,116,358.051231
-570.328784,104,358.110586
-1273.281279,174,358.43641
-480.196696,93,358.482495
-1224.943312,165,358.572713
-1307.61529,207,358.900789
-722.57929,105,358.951996
-752.947883,108,359.016979
-588.019427,87,359.064937
-1086.330686,153,359.368546
-844.315065,129,359.434194
-605.025857,82,359.484003
-602.248556,111,359.550955
-361.176887,79,359.595943
-761.435451,119,359.884719
-899.949477,126,359.951184
-1805.741791,233,360.083218
-624.996767,88,360.116513
-496.352331,92,360.402013
-829.271587,116,360.472672
-554.527397,85,360.519346
-582.446445,79,360.558761
-831.431549,135,360.617298
-646.55887,98,360.905129
-500.233921,104,360.964809
-777.74486,111,361.021174
-640.158412,106,361.082273
-634.358561,84,361.118054
-624.991799,83,361.387293
-736.456306,96,361.453859
-588.177738,119,361.524549
-599.676235,76,361.565702
-569.6738,93,361.616007
-729.073474,96,361.654701
-387.290841,80,361.921248
-1380.546826,192,362.021274
-573.157887,76,362.075348
-456.369533,76,362.10309
-406.449633,81,362.154467
-622.354095,93,362.433486
-2777.454902,283,362.591442
-2449.755309,270,362.955804
-1136.394869,153,363.038932
-919.155476,123,363.104427
-719.781623,124,363.168369
-467.848547,81,363.441752
-481.576088,84,363.487773
-626.716406,91,363.526666
-985.525877,124,363.601184
-538.04838,101,363.642095
-983.275197,182,363.963664
-1217.120017,176,364.060102
-713.87837,131,364.124791
-589.08764,114,364.40628
-1134.567778,153,364.486855
-3323.517171,318,364.880393
-1262.324546,147,364.959398
-1866.923825,236,365.087718
-617.60447,81,365.126632
-934.545731,146,365.441324
-387.272766,93,365.494464
-491.198587,81,365.538632
-1038.199233,148,365.61348
-567.056525,109,365.908137
-643.811657,124,365.975229
-497.17096,75,366.012932
-1998.609226,257,366.144437
-485.906668,79,366.417214
-530.889143,80,366.459676
-1229.245391,163,366.547745
-5367.490297,432,366.99564
-2245.795786,247,367.115455
-430.898893,75,367.391676
-441.391307,82,367.432172
-479.248057,85,367.477785
-526.877678,92,367.535526
-395.011359,89,367.583603
-762.813288,98,367.633069
-637.584808,86,367.923529
-668.592141,101,367.97829
-521.694659,85,368.024756
-534.383441,88,368.06885
-455.711918,100,368.118456
-3275.385502,345,368.534301
-599.438212,78,368.57682
-641.606809,104,368.630008
-479.378067,92,368.901489
-688.451304,91,368.946512
-469.059763,92,368.999053
-588.729238,84,369.047344
-566.085277,88,369.093908
-2029.543367,234,369.43296
-575.522407,94,369.484259
-545.009615,88,369.533756
-844.184345,124,369.599394
-509.846591,97,369.645929
-540.931863,80,369.916705
-689.5725,93,369.968218
-816.796274,116,370.03333
-2301.159501,248,370.384142
-963.80016,163,370.478176
-458.754463,75,370.518513
-451.144688,87,370.565964
-681.829656,85,370.599467
-3536.579973,363,371.030431
-919.272052,153,371.102211
-1899.82534,216,371.464187
-636.293035,93,371.514218
-507.08103,74,371.555439
-619.83619,82,371.600869
-591.952199,76,371.637864
-881.521673,116,371.920045
-585.199054,81,371.965327
-1706.255817,216,372.084889
-635.995968,86,372.128209
-803.424351,111,372.428262
-640.14479,113,372.495514
-664.147713,86,372.542279
-533.587826,82,372.587607
-532.810576,77,372.61934
-479.860798,74,372.652581
-716.200238,121,372.958345
-785.391126,107,373.021321
-897.948572,126,373.088168
-768.423013,118,373.153223
-953.768977,142,373.47022
-430.774228,75,373.516463
-1025.720491,133,373.589574
-925.201599,128,373.672268
-498.533521,84,373.710514
-585.991464,98,374.001924
-614.0218,84,374.054765
-470.836258,83,374.109043
-1322.930084,157,374.2019
-2310.678107,295,374.629799
-739.761232,103,374.689461
-594.617394,105,374.745195
-488.253764,72,374.776253
-1069.885767,149,375.102232
-609.423805,101,375.15202
-501.647365,79,375.199306
-689.67968,81,375.241516
-452.891209,100,375.292115
-656.01127,90,375.569339
-682.186845,124,375.636458
-724.793633,104,375.693286
-706.681714,141,375.762737
-699.612437,123,376.060706
-547.938578,81,376.112582
-1628.790879,194,376.227991
-526.47077,104,376.280352
-1327.164378,162,376.604313
-1122.621604,153,376.691787
-361.298361,84,376.738141
-532.941172,80,376.780595
-655.468906,88,376.821587
-801.660047,114,377.12831
-500.628462,102,377.18145
-530.317724,77,377.227674
-1257.621569,156,377.311301
-508.501892,98,377.362461
-493.46557,82,377.645182
-974.967964,118,377.71195
-1436.897058,170,377.809626
-680.620635,86,377.845451
-709.008294,100,378.132575
-3262.63293,341,378.323434
-512.464931,78,378.364432
-920.012109,126,378.66486
-649.626497,103,378.724406
-582.942652,88,378.763652
-462.031861,98,378.815651
-1754.306985,238,379.170676
-594.412651,77,379.218172
-666.94798,92,379.269667
-1304.937638,180,379.365117
-1554.820165,211,379.7006
-1178.364071,181,379.795998
-3249.483156,301,380.217795
-517.100548,84,380.265951
-466.169027,90,380.316424
-1331.343003,160,380.399869
-2042.578674,236,380.766918
-708.347052,132,380.837259
-620.795292,75,380.881011
-962.4435,133,380.948884
-655.764278,110,381.295981
-555.447558,75,381.3381
-432.886156,74,381.385726
-575.642472,82,381.420303
-431.033273,88,381.471392
-527.532113,92,381.515408
-738.902608,105,381.818296
-612.902078,84,381.863189
-548.458721,87,381.907397
-1347.169393,183,382.003851
-480.926338,85,382.285758
-562.224899,134,382.35461
-448.236525,76,382.397801
-526.756076,81,382.44295
-2218.048631,287,382.840926
-778.189152,106,382.899205
-523.199973,85,382.94042
-1877.230078,219,383.055499
-1784.248441,234,383.406067
-892.857608,118,383.472618
-563.391551,81,383.515946
-502.879231,75,383.554075
-633.255636,104,383.823443
-706.351242,86,383.883897
-1189.134317,149,383.97332
-526.922252,73,384.008122
-1021.172656,152,384.33624
-1908.628724,256,384.474958
-550.882753,83,384.522249
-755.314425,126,384.572811
-692.133573,140,384.906538
-888.378131,140,384.97894
-1528.561409,200,385.080525
-1236.110128,160,385.407063
-640.185543,93,385.460311
-958.734822,176,385.555387
-684.110227,85,385.595548
-584.954957,86,385.887217
-411.015775,85,385.929192
-744.50755,92,385.986458
-597.119548,114,386.056081
-581.081811,86,386.100358
-503.612214,71,386.1253
-1136.082281,180,386.46569
-623.283302,80,386.512102
-524.349996,84,386.564273
-670.616015,128,386.633899
-512.00488,86,386.909539
-548.090972,83,386.957731
-507.418415,82,387.006784
-559.622237,89,387.05986
-602.555859,98,387.109986
-646.143627,90,387.155334
-526.260121,108,387.445721
-729.88718,90,387.496988
-811.742038,153,387.579484
-521.784096,93,387.629115
-826.733483,112,387.689601
-507.643113,93,387.992425
-523.282284,102,388.044108
-584.249558,73,388.086981
-1877.150913,218,388.194303
-988.598011,147,388.513533
-4221.047994,368,388.69508
-734.725472,103,389.012933
-1271.0635,169,389.112812
-532.886147,81,389.148908
-721.693983,110,389.207924
-1809.483405,240,389.57519
-821.518957,115,389.632024
-588.389061,86,389.68305
-487.78956,81,389.720189
-2389.539858,262,390.11403
-767.6522,130,390.181232
-1017.246537,125,390.24631
-1728.404447,240,390.612994
-1298.693617,205,390.715054
-706.037962,92,390.765799
-445.137642,97,391.051587
-781.77068,120,391.118122
-1883.935277,258,391.261018
-620.521246,84,391.301242
-633.532109,80,391.586813
-586.426872,88,391.642057
-584.39796,82,391.685794
-3352.246057,309,392.115298
-664.165061,104,392.180045
-774.202288,121,392.248698
-989.591665,140,392.317797
-461.58765,80,392.349137
-500.160416,76,392.65562
-1204.149664,179,392.75136
-825.718062,102,392.81328
-579.435384,87,392.850132
-475.968747,91,392.903088
-583.428719,128,393.22697
-517.586999,95,393.268908
-934.621347,147,393.352219
-547.295047,113,393.407125
-406.589025,81,393.683823
-926.005144,119,393.736492
-904.129964,169,393.839463
-645.805153,71,393.871104
-621.213773,112,394.170481
-495.400407,92,394.220357
-469.869768,97,394.26858
-409.222036,90,394.320596
-695.557983,97,394.370569
-525.611197,96,394.419048
